date,hour,zone,day_of_week,is_weekend,is_peak_hour,zone_tier,weather,weather_surge_adj,trip_count,avg_demand_score,avg_surge,available_drivers,ev_driver_share,demand_supply_ratio
2024-01-01,4,Suburb_North,Monday,FALSE,FALSE,3,Clear,0,1,9.7,1.3,2,0.49,0.5
2024-01-01,4,Suburb_South,Monday,FALSE,FALSE,3,Clear,0,2,9.6,1.15,1,0.2,2
2024-01-01,5,Airport,Monday,FALSE,FALSE,1,Clear,0,16,43.1,1.84,22,0.45,0.727
2024-01-01,5,Downtown,Monday,FALSE,FALSE,1,Clear,0,20,40.2,1.81,18,0.31,1.111
2024-01-01,5,Midtown,Monday,FALSE,FALSE,2,Rainy,0.3,7,17.9,1.43,5,0.45,1.4
2024-01-01,5,Suburb_North,Monday,FALSE,FALSE,3,Clear,0,2,10.3,1.07,4,0.45,0.5
2024-01-01,5,Suburb_South,Monday,FALSE,FALSE,3,Rainy,0.3,3,12.1,1.12,5,0.4,0.6
2024-01-01,6,Airport,Monday,FALSE,FALSE,1,Clear,0,11,38.3,1.79,10,0.42,1.1
2024-01-01,6,Downtown,Monday,FALSE,FALSE,1,Clear,0,12,37.7,1.76,14,0.39,0.857
2024-01-01,6,Midtown,Monday,FALSE,FALSE,2,Clear,0,10,13.7,1.33,11,0.39,0.909
2024-01-01,6,Suburb_North,Monday,FALSE,FALSE,3,Clear,0,2,15.1,1.33,6,0.37,0.333
2024-01-01,6,Suburb_South,Monday,FALSE,FALSE,3,Clear,0,3,6,1.12,4,0.3,0.75
2024-01-01,7,Airport,Monday,FALSE,TRUE,1,Clear,0,33,70.9,2.57,30,0.34,1.1
2024-01-01,7,Downtown,Monday,FALSE,TRUE,1,Clear,0,28,71.1,2.35,26,0.42,1.077
2024-01-01,7,Midtown,Monday,FALSE,TRUE,2,Rainy,0.3,20,40.8,1.9,17,0.35,1.176
2024-01-01,7,Suburb_North,Monday,FALSE,TRUE,3,Foggy,0.15,8,44.1,1.91,9,0.34,0.889
2024-01-01,7,Suburb_South,Monday,FALSE,TRUE,3,Rainy,0.3,8,46.6,2.06,7,0.41,1.143
2024-01-01,8,Airport,Monday,FALSE,TRUE,1,Rainy,0.3,28,69,2.47,27,0.39,1.037
2024-01-01,8,Downtown,Monday,FALSE,TRUE,1,Foggy,0.15,22,64.8,2.38,21,0.34,1.048
2024-01-01,8,Midtown,Monday,FALSE,TRUE,2,Stormy,0.5,19,45.9,1.93,19,0.53,1
2024-01-01,8,Suburb_North,Monday,FALSE,TRUE,3,Rainy,0.3,12,37.7,1.66,9,0.42,1.333
2024-01-01,8,Suburb_South,Monday,FALSE,TRUE,3,Rainy,0.3,6,38.9,1.84,6,0.53,1
2024-01-01,9,Airport,Monday,FALSE,TRUE,1,Clear,0,27,77.4,2.53,32,0.36,0.844
2024-01-01,9,Downtown,Monday,FALSE,TRUE,1,Clear,0,24,59.6,2.08,21,0.38,1.143
2024-01-01,9,Midtown,Monday,FALSE,TRUE,2,Rainy,0.3,22,50.2,2.05,22,0.41,1
2024-01-01,9,Suburb_North,Monday,FALSE,TRUE,3,Foggy,0.15,7,46.8,1.89,8,0.48,0.875
2024-01-01,9,Suburb_South,Monday,FALSE,TRUE,3,Rainy,0.3,11,46.6,2.04,16,0.46,0.688
2024-01-01,10,Airport,Monday,FALSE,FALSE,1,Clear,0,16,45.3,1.94,13,0.51,1.231
2024-01-01,10,Downtown,Monday,FALSE,FALSE,1,Clear,0,6,32.9,1.72,7,0.31,0.857
2024-01-01,10,Midtown,Monday,FALSE,FALSE,2,Stormy,0.5,6,12.5,1.25,1,0.36,6
2024-01-01,10,Suburb_North,Monday,FALSE,FALSE,3,Clear,0,5,13.7,1.19,1,0.47,5
2024-01-01,10,Suburb_South,Monday,FALSE,FALSE,3,Rainy,0.3,6,11.1,1.22,4,0.3,1.5
2024-01-01,11,Airport,Monday,FALSE,FALSE,1,Foggy,0.15,14,42.3,2.05,19,0.51,0.737
2024-01-01,11,Downtown,Monday,FALSE,FALSE,1,Stormy,0.5,10,37.7,1.89,15,0.34,0.667
2024-01-01,11,Midtown,Monday,FALSE,FALSE,2,Clear,0,4,17.4,1.38,6,0.26,0.667
2024-01-01,11,Suburb_North,Monday,FALSE,FALSE,3,Rainy,0.3,7,4.3,1.16,7,0.48,1
2024-01-01,11,Suburb_South,Monday,FALSE,FALSE,3,Clear,0,4,14.6,1.27,6,0.38,0.667
2024-01-01,12,Airport,Monday,FALSE,FALSE,1,Clear,0,3,41.8,1.8,4,0.28,0.75
2024-01-01,12,Downtown,Monday,FALSE,FALSE,1,Rainy,0.3,13,39.9,1.8,16,0.36,0.812
2024-01-01,12,Midtown,Monday,FALSE,FALSE,2,Clear,0,6,19.2,1.45,5,0.42,1.2
2024-01-01,12,Suburb_North,Monday,FALSE,FALSE,3,Clear,0,3,15.8,1.41,3,0.5,1
2024-01-01,12,Suburb_South,Monday,FALSE,FALSE,3,Clear,0,0,20.8,1.5,1,0.43,0
2024-01-01,13,Airport,Monday,FALSE,FALSE,1,Clear,0,16,40,1.81,16,0.4,1
2024-01-01,13,Downtown,Monday,FALSE,FALSE,1,Clear,0,11,42.6,1.86,9,0.32,1.222
2024-01-01,13,Midtown,Monday,FALSE,FALSE,2,Clear,0,5,14.6,1.44,6,0.33,0.833
2024-01-01,13,Suburb_North,Monday,FALSE,FALSE,3,Clear,0,2,4.3,1,5,0.37,0.4
2024-01-01,13,Suburb_South,Monday,FALSE,FALSE,3,Clear,0,4,11.8,1.3,7,0.32,0.571
2024-01-01,14,Airport,Monday,FALSE,FALSE,1,Rainy,0.3,16,40.4,1.79,20,0.45,0.8
2024-01-01,14,Downtown,Monday,FALSE,FALSE,1,Clear,0,18,45.2,1.84,18,0.6,1
2024-01-01,14,Midtown,Monday,FALSE,FALSE,2,Rainy,0.3,7,16,1.21,3,0.31,2.333
2024-01-01,14,Suburb_North,Monday,FALSE,FALSE,3,Foggy,0.15,6,13.6,1.33,6,0.57,1
2024-01-01,14,Suburb_South,Monday,FALSE,FALSE,3,Clear,0,3,9.1,1.04,7,0.35,0.429
2024-01-01,15,Airport,Monday,FALSE,FALSE,1,Rainy,0.3,11,47.7,2.01,13,0.2,0.846
2024-01-01,15,Downtown,Monday,FALSE,FALSE,1,Rainy,0.3,11,37.4,1.75,9,0.41,1.222
2024-01-01,15,Midtown,Monday,FALSE,FALSE,2,Foggy,0.15,10,6.5,1.14,13,0.32,0.769
2024-01-01,15,Suburb_North,Monday,FALSE,FALSE,3,Clear,0,4,17.2,1.35,6,0.46,0.667
2024-01-01,15,Suburb_South,Monday,FALSE,FALSE,3,Stormy,0.5,8,2.3,1.01,7,0.64,1.143
2024-01-01,16,Airport,Monday,FALSE,FALSE,1,Clear,0,12,47.5,1.92,15,0.48,0.8
2024-01-01,16,Downtown,Monday,FALSE,FALSE,1,Rainy,0.3,12,44.2,1.79,14,0.42,0.857
2024-01-01,16,Midtown,Monday,FALSE,FALSE,2,Foggy,0.15,12,14.1,1.26,11,0.36,1.091
2024-01-01,16,Suburb_North,Monday,FALSE,FALSE,3,Clear,0,0,11.1,1.19,1,0.34,0
2024-01-01,16,Suburb_South,Monday,FALSE,FALSE,3,Clear,0,3,12.5,1.15,4,0.48,0.75
2024-01-01,17,Airport,Monday,FALSE,TRUE,1,Rainy,0.3,29,59.7,2.19,26,0.35,1.115
2024-01-01,17,Downtown,Monday,FALSE,TRUE,1,Rainy,0.3,29,63.7,2.27,22,0.35,1.318
2024-01-01,17,Midtown,Monday,FALSE,TRUE,2,Clear,0,13,53.7,2.11,7,0.36,1.857
2024-01-01,17,Suburb_North,Monday,FALSE,TRUE,3,Clear,0,12,35,1.68,13,0.35,0.923
2024-01-01,17,Suburb_South,Monday,FALSE,TRUE,3,Foggy,0.15,8,51,2.17,5,0.34,1.6
2024-01-01,18,Airport,Monday,FALSE,TRUE,1,Clear,0,25,70.2,2.44,29,0.4,0.862
2024-01-01,18,Downtown,Monday,FALSE,TRUE,1,Foggy,0.15,31,70.4,2.47,22,0.29,1.409
2024-01-01,18,Midtown,Monday,FALSE,TRUE,2,Clear,0,14,44.2,1.95,15,0.36,0.933
2024-01-01,18,Suburb_North,Monday,FALSE,TRUE,3,Foggy,0.15,4,47.9,1.98,3,0.49,1.333
2024-01-01,18,Suburb_South,Monday,FALSE,TRUE,3,Clear,0,4,38.2,1.7,3,0.51,1.333
2024-01-01,19,Airport,Monday,FALSE,TRUE,1,Rainy,0.3,33,64.7,2.39,32,0.54,1.031
2024-01-01,19,Downtown,Monday,FALSE,TRUE,1,Clear,0,26,63.6,2.23,26,0.37,1
2024-01-01,19,Midtown,Monday,FALSE,TRUE,2,Foggy,0.15,26,36.4,1.61,24,0.45,1.083
2024-01-01,19,Suburb_North,Monday,FALSE,TRUE,3,Foggy,0.15,12,37.8,1.59,7,0.45,1.714
2024-01-01,19,Suburb_South,Monday,FALSE,TRUE,3,Stormy,0.5,9,46.2,1.89,9,0.36,1
2024-01-01,20,Airport,Monday,FALSE,TRUE,1,Foggy,0.15,20,66.8,2.26,14,0.32,1.429
2024-01-01,20,Downtown,Monday,FALSE,TRUE,1,Clear,0,29,67.3,2.44,29,0.42,1
2024-01-01,20,Midtown,Monday,FALSE,TRUE,2,Rainy,0.3,8,47,1.83,12,0.49,0.667
2024-01-01,20,Suburb_North,Monday,FALSE,TRUE,3,Clear,0,8,27.4,1.59,6,0.4,1.333
2024-01-01,20,Suburb_South,Monday,FALSE,TRUE,3,Clear,0,8,48.1,2.03,8,0.44,1
2024-01-01,21,Airport,Monday,FALSE,FALSE,1,Clear,0,13,34.7,1.62,18,0.47,0.722
2024-01-01,21,Downtown,Monday,FALSE,FALSE,1,Clear,0,10,36.2,1.67,8,0.45,1.25
2024-01-01,21,Midtown,Monday,FALSE,FALSE,2,Clear,0,6,6.8,1.19,8,0.45,0.75
2024-01-01,21,Suburb_North,Monday,FALSE,FALSE,3,Clear,0,3,18.6,1.33,1,0.25,3
2024-01-01,21,Suburb_South,Monday,FALSE,FALSE,3,Rainy,0.3,4,14.5,1.17,1,0.46,4
2024-01-01,22,Airport,Monday,FALSE,FALSE,1,Clear,0,6,40.2,1.83,6,0.38,1
2024-01-01,22,Downtown,Monday,FALSE,FALSE,1,Clear,0,7,48.1,1.86,9,0.46,0.778
2024-01-01,22,Midtown,Monday,FALSE,FALSE,2,Stormy,0.5,11,28.9,1.54,11,0.39,1
2024-01-01,22,Suburb_North,Monday,FALSE,FALSE,3,Foggy,0.15,4,15.3,1.29,8,0.43,0.5
2024-01-01,22,Suburb_South,Monday,FALSE,FALSE,3,Foggy,0.15,1,5.7,1.07,3,0.39,0.333
2024-01-01,23,Airport,Monday,FALSE,FALSE,1,Rainy,0.3,17,35.8,1.74,16,0.54,1.062
2024-01-01,23,Downtown,Monday,FALSE,FALSE,1,Clear,0,9,47.8,1.98,12,0.33,0.75
2024-01-01,23,Midtown,Monday,FALSE,FALSE,2,Clear,0,9,20.9,1.31,9,0.54,1
2024-01-01,23,Suburb_North,Monday,FALSE,FALSE,3,Clear,0,2,10.7,1.16,1,0.4,2
2024-01-01,23,Suburb_South,Monday,FALSE,FALSE,3,Clear,0,7,25.2,1.56,2,0.46,3.5
2024-01-02,0,Airport,Tuesday,FALSE,FALSE,1,Clear,0,17,36,1.73,14,0.51,1.214
2024-01-02,0,Downtown,Tuesday,FALSE,FALSE,1,Rainy,0.3,16,45.2,1.88,14,0.35,1.143
2024-01-02,0,Midtown,Tuesday,FALSE,FALSE,2,Rainy,0.3,8,13.6,1.39,5,0.48,1.6
2024-01-02,0,Suburb_North,Tuesday,FALSE,FALSE,3,Clear,0,4,21.2,1.31,3,0.36,1.333
2024-01-02,0,Suburb_South,Tuesday,FALSE,FALSE,3,Clear,0,3,11,1.21,4,0.44,0.75
2024-01-02,1,Airport,Tuesday,FALSE,FALSE,1,Clear,0,7,41.8,1.84,6,0.38,1.167
2024-01-02,1,Downtown,Tuesday,FALSE,FALSE,1,Rainy,0.3,7,47.7,1.89,6,0.55,1.167
2024-01-02,1,Midtown,Tuesday,FALSE,FALSE,2,Clear,0,13,20.3,1.27,11,0.43,1.182
2024-01-02,1,Suburb_North,Tuesday,FALSE,FALSE,3,Rainy,0.3,4,25.8,1.34,6,0.31,0.667
2024-01-02,1,Suburb_South,Tuesday,FALSE,FALSE,3,Rainy,0.3,4,21.4,1.32,7,0.42,0.571
2024-01-02,2,Airport,Tuesday,FALSE,FALSE,1,Clear,0,11,36.9,1.69,10,0.4,1.1
2024-01-02,2,Downtown,Tuesday,FALSE,FALSE,1,Foggy,0.15,1,27.4,1.76,3,0.41,0.333
2024-01-02,2,Midtown,Tuesday,FALSE,FALSE,2,Clear,0,7,20.7,1.29,7,0.33,1
2024-01-02,2,Suburb_North,Tuesday,FALSE,FALSE,3,Clear,0,0,6.4,1.24,1,0.43,0
2024-01-02,2,Suburb_South,Tuesday,FALSE,FALSE,3,Clear,0,2,0.7,1.14,3,0.43,0.667
2024-01-02,3,Airport,Tuesday,FALSE,FALSE,1,Clear,0,10,38.7,1.89,11,0.35,0.909
2024-01-02,3,Downtown,Tuesday,FALSE,FALSE,1,Rainy,0.3,15,49.2,2.07,19,0.39,0.789
2024-01-02,3,Midtown,Tuesday,FALSE,FALSE,2,Clear,0,7,20.4,1.47,4,0.23,1.75
2024-01-02,3,Suburb_North,Tuesday,FALSE,FALSE,3,Rainy,0.3,3,13.2,1.29,4,0.39,0.75
2024-01-02,3,Suburb_South,Tuesday,FALSE,FALSE,3,Clear,0,5,17.5,1.42,8,0.4,0.625
2024-01-02,4,Airport,Tuesday,FALSE,FALSE,1,Stormy,0.5,14,30.2,1.58,18,0.18,0.778
2024-01-02,4,Downtown,Tuesday,FALSE,FALSE,1,Clear,0,5,37.9,1.78,6,0.44,0.833
2024-01-02,4,Midtown,Tuesday,FALSE,FALSE,2,Stormy,0.5,13,19.5,1.29,11,0.5,1.182
2024-01-02,4,Suburb_North,Tuesday,FALSE,FALSE,3,Clear,0,3,17.8,1.31,4,0.35,0.75
2024-01-02,4,Suburb_South,Tuesday,FALSE,FALSE,3,Clear,0,4,8.3,1.27,6,0.39,0.667
2024-01-02,5,Airport,Tuesday,FALSE,FALSE,1,Clear,0,8,48.6,1.98,11,0.47,0.727
2024-01-02,5,Downtown,Tuesday,FALSE,FALSE,1,Rainy,0.3,10,49.3,2.02,10,0.4,1
2024-01-02,5,Midtown,Tuesday,FALSE,FALSE,2,Clear,0,9,14.9,1.3,10,0.29,0.9
2024-01-02,5,Suburb_North,Tuesday,FALSE,FALSE,3,Clear,0,5,7.4,1.17,7,0.4,0.714
2024-01-02,5,Suburb_South,Tuesday,FALSE,FALSE,3,Clear,0,4,5.2,1.09,4,0.44,1
2024-01-02,6,Airport,Tuesday,FALSE,FALSE,1,Clear,0,10,37.1,1.67,14,0.29,0.714
2024-01-02,6,Downtown,Tuesday,FALSE,FALSE,1,Clear,0,11,43.3,1.85,12,0.49,0.917
2024-01-02,6,Midtown,Tuesday,FALSE,FALSE,2,Clear,0,12,32.9,1.56,14,0.33,0.857
2024-01-02,6,Suburb_North,Tuesday,FALSE,FALSE,3,Clear,0,5,0,1.09,5,0.47,1
2024-01-02,6,Suburb_South,Tuesday,FALSE,FALSE,3,Rainy,0.3,6,14.2,1.45,10,0.35,0.6
2024-01-02,7,Airport,Tuesday,FALSE,TRUE,1,Clear,0,27,71.9,2.35,32,0.36,0.844
2024-01-02,7,Downtown,Tuesday,FALSE,TRUE,1,Stormy,0.5,36,71.6,2.48,44,0.5,0.818
2024-01-02,7,Midtown,Tuesday,FALSE,TRUE,2,Clear,0,18,46.3,1.93,13,0.38,1.385
2024-01-02,7,Suburb_North,Tuesday,FALSE,TRUE,3,Rainy,0.3,12,33,1.8,17,0.36,0.706
2024-01-02,7,Suburb_South,Tuesday,FALSE,TRUE,3,Foggy,0.15,3,55.8,2,5,0.31,0.6
2024-01-02,8,Airport,Tuesday,FALSE,TRUE,1,Rainy,0.3,25,76.8,2.41,25,0.31,1
2024-01-02,8,Downtown,Tuesday,FALSE,TRUE,1,Rainy,0.3,29,61,2.1,30,0.41,0.967
2024-01-02,8,Midtown,Tuesday,FALSE,TRUE,2,Rainy,0.3,11,51.6,1.96,13,0.39,0.846
2024-01-02,8,Suburb_North,Tuesday,FALSE,TRUE,3,Rainy,0.3,10,46.1,2.11,13,0.36,0.769
2024-01-02,8,Suburb_South,Tuesday,FALSE,TRUE,3,Clear,0,5,38.3,1.75,4,0.32,1.25
2024-01-02,9,Airport,Tuesday,FALSE,TRUE,1,Clear,0,30,68.8,2.27,30,0.33,1
2024-01-02,9,Downtown,Tuesday,FALSE,TRUE,1,Clear,0,28,76,2.48,24,0.46,1.167
2024-01-02,9,Midtown,Tuesday,FALSE,TRUE,2,Rainy,0.3,12,49.4,2.04,13,0.52,0.923
2024-01-02,9,Suburb_North,Tuesday,FALSE,TRUE,3,Foggy,0.15,8,42.2,1.89,7,0.48,1.143
2024-01-02,9,Suburb_South,Tuesday,FALSE,TRUE,3,Clear,0,11,45.4,1.88,15,0.37,0.733
2024-01-02,10,Airport,Tuesday,FALSE,FALSE,1,Stormy,0.5,12,48.5,1.98,12,0.43,1
2024-01-02,10,Downtown,Tuesday,FALSE,FALSE,1,Clear,0,8,42,1.78,11,0.29,0.727
2024-01-02,10,Midtown,Tuesday,FALSE,FALSE,2,Foggy,0.15,7,17.9,1.34,7,0.49,1
2024-01-02,10,Suburb_North,Tuesday,FALSE,FALSE,3,Rainy,0.3,2,20.9,1.35,1,0.43,2
2024-01-02,10,Suburb_South,Tuesday,FALSE,FALSE,3,Clear,0,0,18.1,1.45,1,0.39,0
2024-01-02,11,Airport,Tuesday,FALSE,FALSE,1,Clear,0,11,37.7,1.62,9,0.54,1.222
2024-01-02,11,Downtown,Tuesday,FALSE,FALSE,1,Rainy,0.3,8,41.4,1.76,13,0.41,0.615
2024-01-02,11,Midtown,Tuesday,FALSE,FALSE,2,Clear,0,7,24.8,1.53,11,0.4,0.636
2024-01-02,11,Suburb_North,Tuesday,FALSE,FALSE,3,Clear,0,6,10.8,1.16,4,0.56,1.5
2024-01-02,11,Suburb_South,Tuesday,FALSE,FALSE,3,Clear,0,5,9.7,1.25,5,0.44,1
2024-01-02,12,Airport,Tuesday,FALSE,FALSE,1,Clear,0,14,42.4,1.98,13,0.41,1.077
2024-01-02,12,Downtown,Tuesday,FALSE,FALSE,1,Foggy,0.15,9,49.6,1.89,8,0.52,1.125
2024-01-02,12,Midtown,Tuesday,FALSE,FALSE,2,Rainy,0.3,9,20,1.24,10,0.33,0.9
2024-01-02,12,Suburb_North,Tuesday,FALSE,FALSE,3,Clear,0,3,18.3,1.25,3,0.57,1
2024-01-02,12,Suburb_South,Tuesday,FALSE,FALSE,3,Stormy,0.5,1,20.6,1.4,1,0.36,1
2024-01-02,13,Airport,Tuesday,FALSE,FALSE,1,Rainy,0.3,8,41.1,1.82,8,0.36,1
2024-01-02,13,Downtown,Tuesday,FALSE,FALSE,1,Rainy,0.3,10,41.2,1.86,9,0.46,1.111
2024-01-02,13,Midtown,Tuesday,FALSE,FALSE,2,Rainy,0.3,10,32.1,1.57,13,0.41,0.769
2024-01-02,13,Suburb_North,Tuesday,FALSE,FALSE,3,Rainy,0.3,5,9.4,1.13,8,0.42,0.625
2024-01-02,13,Suburb_South,Tuesday,FALSE,FALSE,3,Rainy,0.3,3,16,1.27,2,0.52,1.5
2024-01-02,14,Airport,Tuesday,FALSE,FALSE,1,Rainy,0.3,12,25.6,1.44,15,0.36,0.8
2024-01-02,14,Downtown,Tuesday,FALSE,FALSE,1,Clear,0,16,41.2,1.96,21,0.28,0.762
2024-01-02,14,Midtown,Tuesday,FALSE,FALSE,2,Rainy,0.3,9,23.4,1.32,11,0.39,0.818
2024-01-02,14,Suburb_North,Tuesday,FALSE,FALSE,3,Clear,0,4,4.9,1.17,8,0.47,0.5
2024-01-02,14,Suburb_South,Tuesday,FALSE,FALSE,3,Stormy,0.5,3,11.4,1.31,6,0.42,0.5
2024-01-02,15,Airport,Tuesday,FALSE,FALSE,1,Clear,0,8,35.3,1.58,9,0.4,0.889
2024-01-02,15,Downtown,Tuesday,FALSE,FALSE,1,Clear,0,17,29.3,1.6,14,0.39,1.214
2024-01-02,15,Midtown,Tuesday,FALSE,FALSE,2,Clear,0,5,17.3,1.32,5,0.42,1
2024-01-02,15,Suburb_North,Tuesday,FALSE,FALSE,3,Rainy,0.3,7,11.4,1.33,4,0.45,1.75
2024-01-02,15,Suburb_South,Tuesday,FALSE,FALSE,3,Foggy,0.15,5,17.7,1.27,6,0.32,0.833
2024-01-02,16,Airport,Tuesday,FALSE,FALSE,1,Clear,0,11,39.7,1.88,15,0.36,0.733
2024-01-02,16,Downtown,Tuesday,FALSE,FALSE,1,Rainy,0.3,15,42.7,1.92,14,0.31,1.071
2024-01-02,16,Midtown,Tuesday,FALSE,FALSE,2,Clear,0,5,22.1,1.42,4,0.46,1.25
2024-01-02,16,Suburb_North,Tuesday,FALSE,FALSE,3,Clear,0,5,17.7,1.38,6,0.31,0.833
2024-01-02,16,Suburb_South,Tuesday,FALSE,FALSE,3,Clear,0,5,17.1,1.27,4,0.42,1.25
2024-01-02,17,Airport,Tuesday,FALSE,TRUE,1,Clear,0,18,70.9,2.37,22,0.39,0.818
2024-01-02,17,Downtown,Tuesday,FALSE,TRUE,1,Rainy,0.3,17,66.3,2.36,21,0.37,0.81
2024-01-02,17,Midtown,Tuesday,FALSE,TRUE,2,Foggy,0.15,17,51.8,2.12,24,0.32,0.708
2024-01-02,17,Suburb_North,Tuesday,FALSE,TRUE,3,Rainy,0.3,12,36.5,1.74,14,0.43,0.857
2024-01-02,17,Suburb_South,Tuesday,FALSE,TRUE,3,Clear,0,12,46.8,1.95,12,0.57,1
2024-01-02,18,Airport,Tuesday,FALSE,TRUE,1,Clear,0,31,64.6,2.38,29,0.43,1.069
2024-01-02,18,Downtown,Tuesday,FALSE,TRUE,1,Clear,0,30,78.5,2.61,27,0.4,1.111
2024-01-02,18,Midtown,Tuesday,FALSE,TRUE,2,Clear,0,19,48.5,1.9,27,0.39,0.704
2024-01-02,18,Suburb_North,Tuesday,FALSE,TRUE,3,Clear,0,7,42.1,1.78,11,0.33,0.636
2024-01-02,18,Suburb_South,Tuesday,FALSE,TRUE,3,Rainy,0.3,9,36.2,1.59,10,0.37,0.9
2024-01-02,19,Airport,Tuesday,FALSE,TRUE,1,Clear,0,27,59.3,2.17,26,0.42,1.038
2024-01-02,19,Downtown,Tuesday,FALSE,TRUE,1,Rainy,0.3,27,65,2.35,29,0.43,0.931
2024-01-02,19,Midtown,Tuesday,FALSE,TRUE,2,Clear,0,20,50.1,2.01,18,0.38,1.111
2024-01-02,19,Suburb_North,Tuesday,FALSE,TRUE,3,Clear,0,11,40.1,1.77,18,0.51,0.611
2024-01-02,19,Suburb_South,Tuesday,FALSE,TRUE,3,Clear,0,11,42.2,2,9,0.4,1.222
2024-01-02,20,Airport,Tuesday,FALSE,TRUE,1,Clear,0,34,72,2.47,40,0.46,0.85
2024-01-02,20,Downtown,Tuesday,FALSE,TRUE,1,Clear,0,36,63.1,2.25,33,0.61,1.091
2024-01-02,20,Midtown,Tuesday,FALSE,TRUE,2,Rainy,0.3,23,47.5,2.05,26,0.33,0.885
2024-01-02,20,Suburb_North,Tuesday,FALSE,TRUE,3,Clear,0,9,31.1,1.79,14,0.6,0.643
2024-01-02,20,Suburb_South,Tuesday,FALSE,TRUE,3,Clear,0,12,30.3,1.67,10,0.5,1.2
2024-01-02,21,Airport,Tuesday,FALSE,FALSE,1,Clear,0,5,41.1,1.9,6,0.5,0.833
2024-01-02,21,Downtown,Tuesday,FALSE,FALSE,1,Rainy,0.3,13,35.2,1.69,14,0.6,0.929
2024-01-02,21,Midtown,Tuesday,FALSE,FALSE,2,Clear,0,10,27.3,1.54,12,0.46,0.833
2024-01-02,21,Suburb_North,Tuesday,FALSE,FALSE,3,Clear,0,3,11.5,1.26,2,0.24,1.5
2024-01-02,21,Suburb_South,Tuesday,FALSE,FALSE,3,Clear,0,4,2.7,1.05,4,0.58,1
2024-01-02,22,Airport,Tuesday,FALSE,FALSE,1,Clear,0,12,56.3,2.01,13,0.48,0.923
2024-01-02,22,Downtown,Tuesday,FALSE,FALSE,1,Clear,0,8,38.7,1.71,6,0.43,1.333
2024-01-02,22,Midtown,Tuesday,FALSE,FALSE,2,Rainy,0.3,9,28.1,1.62,12,0.44,0.75
2024-01-02,22,Suburb_North,Tuesday,FALSE,FALSE,3,Clear,0,5,14,1.31,3,0.45,1.667
2024-01-02,22,Suburb_South,Tuesday,FALSE,FALSE,3,Clear,0,4,19.8,1.36,4,0.6,1
2024-01-02,23,Airport,Tuesday,FALSE,FALSE,1,Stormy,0.5,13,35.5,1.65,19,0.47,0.684
2024-01-02,23,Downtown,Tuesday,FALSE,FALSE,1,Clear,0,12,38.7,1.7,8,0.36,1.5
